county,precinct,office,district,party,candidate,votes
CARTER,Attorney General,,DEM,"Camp, Bob",468
CARTER,Attorney General,,REP,"Emerson, Jo Ann",321
CARTER,Attorney General,,LIB,"Hendricks, Jr., John B.",2
CARTER,Attorney General,,DEM,"Koller, Don",924
CARTER,Attorney General,,REP,"Garrett, R. Jack",261
CASS,U.S. Senate,,DEM,"Wagganer, Ronald William",964
CASS,U.S. Senate,,DEM,"Carnahan, Mel",4405
CASS,U.S. Senate,,REP,"Ashcroft, John",4440
CASS,U.S. Senate,,REP,"Perkel, Marc",384
CASS,U.S. Senate,,LIB,"Stauffer, Grant Samuel",39
CASS,Governor,,DEM,"Holden, Bob",4645
CASS,Governor,,REP,"Macy, Elgar",321
CASS,Governor,,REP,"Talent, Jim",3616
CASS,Governor,,REP,"Sievers, Jennie Lee (Jen)",600
CASS,Governor,,LIB,"Swenson, John M.",22
CASS,Governor,,LIB,"Illyes, Dick",18
CASS,Governor,,CST,"Smith, Richard L.",4
CASS,Lieutenant Governor,,DEM,"Maxwell, Joe",2833
CASS,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",1050
CASS,Lieutenant Governor,,DEM,"Powell, Catherine",1177
CASS,Lieutenant Governor,,REP,"Ortwerth, Joe",1552
CASS,Lieutenant Governor,,REP,"Bailey, Wendell",2793
CASS,Lieutenant Governor,,LIB,"Horras, Phillip W.",40
CASS,Lieutenant Governor,,CST,"Wells, Bob",3
CASS,Secretary of State,,DEM,"Gaw, Steve",1909
CASS,Secretary of State,,DEM,"Askew, James J.",2952
CASS,Secretary of State,,REP,"Blunt, Matt",3163
CASS,Secretary of State,,REP,"Peterman, Raymond W.",661
CASS,Secretary of State,,REP,"Crump, Robert J.",491
CASS,Secretary of State,,LIB,"Southard, Jane Spence",39
CASS,Secretary of State,,CST,"Ivanovich, Donna L.",3
CASS,State Treasurer,,DEM,"May, Brian",1488
CASS,State Treasurer,,DEM,"Farmer, Nancy",2254
CASS,State Treasurer,,DEM,"Lakin, Scott",1043
CASS,State Treasurer,,REP,"Boeke, Chester (Chet)",873
CASS,State Treasurer,,REP,"Graves, Todd",3300
CASS,State Treasurer,,LIB,"Trembley, Arnold J.",39
CASS,State Treasurer,,CST,"Culligan, Kerry",3
CASS,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",4707
CASS,Attorney General,,REP,"Jones, Sam",3938
CASS,Attorney General,,LIB,"Moore, Mitch",39
CASS,Attorney General,,DEM,"Skelton, Ike",4965
CASS,Attorney General,,REP,"Brown, Bob",1668
CASS,Attorney General,,REP,"Noland, Jim",2403
CASS,Attorney General,,LIB,"Knapp, Thomas L.",39
CASS,Attorney General,,DEM,"Caskey, Harold L.",4786
CASS,Attorney General,,REP,"Howerton, Jim",3977
CASS,Attorney General,,DEM,"Beaty, Mike",30
CASS,Attorney General,,DEM,"Switzer, Karen L.",32
CASS,Attorney General,,REP,"Cooper, Shannon",29
CASS,Attorney General,,REP,"Hankins, Eric",14
CASS,Attorney General,,LIB,"Dzula, Wally",1
CASS,Attorney General,,REP,"Hartzler, Ed",2212
CASS,Attorney General,,DEM,"Tieman, II, James (Kevin)",2305
CASS,Attorney General,,REP,"Rector, Rex",1758
CASS,Attorney General,,DEM,"Cook, William M. (Bill)",207
CASS,Attorney General,,DEM,"Foursha, Sam",94
CASS,Attorney General,,REP,"King, Jerry R.",242
CASS,Attorney General,,DEM,"Yost, Mike",1134
CASS,Attorney General,,DEM,"Cook, Jacqueline",1989
CASS,Attorney General,,DEM,"Ryan, John P.",2140
CASS,Attorney General,,REP,"Rellihan, Jerry J.",2851
CASS,Attorney General,,REP,"Young, Mary Ellen",1735
CEDAR,U.S. Senate,,DEM,"Wagganer, Ronald William",114
CEDAR,U.S. Senate,,DEM,"Carnahan, Mel",472
CEDAR,U.S. Senate,,REP,"Ashcroft, John",1723
CEDAR,U.S. Senate,,REP,"Perkel, Marc",221
CEDAR,U.S. Senate,,LIB,"Stauffer, Grant Samuel",6
CEDAR,Governor,,DEM,"Holden, Bob",555
CEDAR,Governor,,REP,"Macy, Elgar",151
CEDAR,Governor,,REP,"Talent, Jim",1428
CEDAR,Governor,,REP,"Sievers, Jennie Lee (Jen)",220
CEDAR,Governor,,LIB,"Swenson, John M.",4
CEDAR,Governor,,LIB,"Illyes, Dick",2
CEDAR,Governor,,CST,"Smith, Richard L.",1
CEDAR,Lieutenant Governor,,DEM,"Maxwell, Joe",320
CEDAR,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",114
CEDAR,Lieutenant Governor,,DEM,"Powell, Catherine",127
CEDAR,Lieutenant Governor,,REP,"Ortwerth, Joe",529
CEDAR,Lieutenant Governor,,REP,"Bailey, Wendell",1237
CEDAR,Lieutenant Governor,,LIB,"Horras, Phillip W.",6
CEDAR,Lieutenant Governor,,CST,"Wells, Bob",1
CEDAR,Secretary of State,,DEM,"Gaw, Steve",214
CEDAR,Secretary of State,,DEM,"Askew, James J.",314
CEDAR,Secretary of State,,REP,"Blunt, Matt",1542
CEDAR,Secretary of State,,REP,"Peterman, Raymond W.",165
CEDAR,Secretary of State,,REP,"Crump, Robert J.",144
CEDAR,Secretary of State,,LIB,"Southard, Jane Spence",6
CEDAR,Secretary of State,,CST,"Ivanovich, Donna L.",1
CEDAR,State Treasurer,,DEM,"May, Brian",196
CEDAR,State Treasurer,,DEM,"Farmer, Nancy",229
CEDAR,State Treasurer,,DEM,"Lakin, Scott",120
CEDAR,State Treasurer,,REP,"Boeke, Chester (Chet)",554
CEDAR,State Treasurer,,REP,"Graves, Todd",1078
CEDAR,State Treasurer,,LIB,"Trembley, Arnold J.",6
CEDAR,State Treasurer,,CST,"Culligan, Kerry",1
CEDAR,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",531
CEDAR,Attorney General,,REP,"Jones, Sam",1498
CEDAR,Attorney General,,LIB,"Moore, Mitch",6
CEDAR,Attorney General,,DEM,"Christrup, Charles",500
CEDAR,Attorney General,,REP,"Blunt, Roy",1643
CEDAR,Attorney General,,REP,"Harman, Mike",279
CEDAR,Attorney General,,LIB,"Burlison, Doug",6
CEDAR,Attorney General,,REP,"Miller, Ronnie",1837
CEDAR,Attorney General,,DEM,"Darnold, C. David",518
CEDAR,Attorney General,,REP,"Bickel, James R.",1464
CHARITON,U.S. Senate,,DEM,"Wagganer, Ronald William",700
CHARITON,U.S. Senate,,DEM,"Carnahan, Mel",1675
CHARITON,U.S. Senate,,REP,"Ashcroft, John",335
CHARITON,U.S. Senate,,REP,"Perkel, Marc",21
CHARITON,U.S. Senate,,LIB,"Stauffer, Grant Samuel",1
CHARITON,Governor,,DEM,"Holden, Bob",2000
CHARITON,Governor,,REP,"Macy, Elgar",23
CHARITON,Governor,,REP,"Talent, Jim",289
CHARITON,Governor,,REP,"Sievers, Jennie Lee (Jen)",30
CHARITON,Governor,,LIB,"Swenson, John M.",1
CHARITON,Governor,,LIB,"Illyes, Dick",0
CHARITON,Governor,,CST,"Smith, Richard L.",0
CHARITON,Lieutenant Governor,,DEM,"Maxwell, Joe",1463
CHARITON,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",363
CHARITON,Lieutenant Governor,,DEM,"Powell, Catherine",404
CHARITON,Lieutenant Governor,,REP,"Ortwerth, Joe",121
CHARITON,Lieutenant Governor,,REP,"Bailey, Wendell",208
CHARITON,Lieutenant Governor,,LIB,"Horras, Phillip W.",2
CHARITON,Lieutenant Governor,,CST,"Wells, Bob",0
CHARITON,Secretary of State,,DEM,"Gaw, Steve",1901
CHARITON,Secretary of State,,DEM,"Askew, James J.",475
CHARITON,Secretary of State,,REP,"Blunt, Matt",263
CHARITON,Secretary of State,,REP,"Peterman, Raymond W.",36
CHARITON,Secretary of State,,REP,"Crump, Robert J.",20
CHARITON,Secretary of State,,LIB,"Southard, Jane Spence",1
CHARITON,Secretary of State,,CST,"Ivanovich, Donna L.",0
CHARITON,State Treasurer,,DEM,"May, Brian",636
CHARITON,State Treasurer,,DEM,"Farmer, Nancy",959
CHARITON,State Treasurer,,DEM,"Lakin, Scott",422
CHARITON,State Treasurer,,REP,"Boeke, Chester (Chet)",57
CHARITON,State Treasurer,,REP,"Graves, Todd",250
CHARITON,State Treasurer,,LIB,"Trembley, Arnold J.",1
CHARITON,State Treasurer,,CST,"Culligan, Kerry",0
CHARITON,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1943
CHARITON,Attorney General,,REP,"Jones, Sam",271
CHARITON,Attorney General,,LIB,"Moore, Mitch",2
CHARITON,Attorney General,,DEM,"Danner, Steve",1829
CHARITON,Attorney General,,DEM,"Mann, Tom",151
CHARITON,Attorney General,,DEM,"Reeves, Sandra Lee",194
CHARITON,Attorney General,,DEM,"Cox, Ida",142
CHARITON,Attorney General,,REP,"DeSelms, Jack C.",16
CHARITON,Attorney General,,REP,"Loar, Teresa Anne",27
CHARITON,Attorney General,,REP,"Dady, John",6
CHARITON,Attorney General,,REP,"Bailey, Jeff",51
CHARITON,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",209
CHARITON,Attorney General,,LIB,"Dykes, Jimmy",1
CHARITON,Attorney General,,DEM,"Mathewson, James L. (Jim)",1935
CHARITON,Attorney General,,DEM,"Wiggins, Gary",1679
CHARITON,Attorney General,,REP,"Shoemaker, Chris",209
CHARITON,Attorney General,,DEM,"Copenhaver, Nancy",225
CHARITON,Attorney General,,DEM,"Thornburg, Ted",123
CHARITON,Attorney General,,DEM,"Baker, Lloyd J. (L.J.)",127
CHARITON,Attorney General,,REP,"Sander, Therese",84
CHARITON,Attorney General,,REP,"Evans, Suzanne Carol",5
CHARITON,Attorney General,,DEM,"Ravens, Gary E.",1953
CHRISTIAN,U.S. Senate,,DEM,"Wagganer, Ronald William",206
CHRISTIAN,U.S. Senate,,DEM,"Carnahan, Mel",1019
CHRISTIAN,U.S. Senate,,REP,"Ashcroft, John",6203
CHRISTIAN,U.S. Senate,,REP,"Perkel, Marc",1110
CHRISTIAN,U.S. Senate,,LIB,"Stauffer, Grant Samuel",9
CHRISTIAN,Governor,,DEM,"Holden, Bob",1154
CHRISTIAN,Governor,,REP,"Macy, Elgar",424
CHRISTIAN,Governor,,REP,"Talent, Jim",5330
CHRISTIAN,Governor,,REP,"Sievers, Jennie Lee (Jen)",1024
CHRISTIAN,Governor,,LIB,"Swenson, John M.",4
CHRISTIAN,Governor,,LIB,"Illyes, Dick",4
CHRISTIAN,Governor,,CST,"Smith, Richard L.",1
CHRISTIAN,Lieutenant Governor,,DEM,"Maxwell, Joe",713
CHRISTIAN,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",167
CHRISTIAN,Lieutenant Governor,,DEM,"Powell, Catherine",298
CHRISTIAN,Lieutenant Governor,,REP,"Ortwerth, Joe",2885
CHRISTIAN,Lieutenant Governor,,REP,"Bailey, Wendell",3910
CHRISTIAN,Lieutenant Governor,,LIB,"Horras, Phillip W.",10
CHRISTIAN,Lieutenant Governor,,CST,"Wells, Bob",1
CHRISTIAN,Secretary of State,,DEM,"Gaw, Steve",481
CHRISTIAN,Secretary of State,,DEM,"Askew, James J.",636
CHRISTIAN,Secretary of State,,REP,"Blunt, Matt",5700
CHRISTIAN,Secretary of State,,REP,"Peterman, Raymond W.",640
CHRISTIAN,Secretary of State,,REP,"Crump, Robert J.",603
CHRISTIAN,Secretary of State,,LIB,"Southard, Jane Spence",9
CHRISTIAN,Secretary of State,,CST,"Ivanovich, Donna L.",1
CHRISTIAN,State Treasurer,,DEM,"May, Brian",391
CHRISTIAN,State Treasurer,,DEM,"Farmer, Nancy",530
CHRISTIAN,State Treasurer,,DEM,"Lakin, Scott",203
CHRISTIAN,State Treasurer,,REP,"Boeke, Chester (Chet)",1282
CHRISTIAN,State Treasurer,,REP,"Graves, Todd",5005
CHRISTIAN,State Treasurer,,LIB,"Trembley, Arnold J.",9
CHRISTIAN,State Treasurer,,CST,"Culligan, Kerry",1
CHRISTIAN,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1124
CHRISTIAN,Attorney General,,REP,"Jones, Sam",5919
CHRISTIAN,Attorney General,,LIB,"Moore, Mitch",9
CHRISTIAN,Attorney General,,DEM,"Christrup, Charles",1048
CHRISTIAN,Attorney General,,REP,"Blunt, Roy",6067
CHRISTIAN,Attorney General,,REP,"Harman, Mike",1208
CHRISTIAN,Attorney General,,LIB,"Burlison, Doug",9
CHRISTIAN,Attorney General,,REP,"Childers, Doyle",6182
CHRISTIAN,Attorney General,,DEM,"Kreider, Jim",1034
CHRISTIAN,Attorney General,,REP,"Hayes, Tim",4508
CHRISTIAN,Attorney General,,LIB,"Kenkel, Jeff",9
CHRISTIAN,Attorney General,,REP,"Robirds, Estel Boyd",1478
CHRISTIAN,Attorney General,,REP,"Eiffert, James L.",6012
CLARK,U.S. Senate,,DEM,"Wagganer, Ronald William",180
CLARK,U.S. Senate,,DEM,"Carnahan, Mel",682
CLARK,U.S. Senate,,REP,"Ashcroft, John",268
CLARK,U.S. Senate,,REP,"Perkel, Marc",18
CLARK,U.S. Senate,,LIB,"Stauffer, Grant Samuel",1
CLARK,Governor,,DEM,"Holden, Bob",683
CLARK,Governor,,REP,"Macy, Elgar",31
CLARK,Governor,,REP,"Talent, Jim",211
CLARK,Governor,,REP,"Sievers, Jennie Lee (Jen)",26
CLARK,Governor,,LIB,"Swenson, John M.",1
CLARK,Governor,,LIB,"Illyes, Dick",0
CLARK,Governor,,CST,"Smith, Richard L.",0
CLARK,Lieutenant Governor,,DEM,"Maxwell, Joe",692
CLARK,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",52
CLARK,Lieutenant Governor,,DEM,"Powell, Catherine",117
CLARK,Lieutenant Governor,,REP,"Ortwerth, Joe",85
CLARK,Lieutenant Governor,,REP,"Bailey, Wendell",164
CLARK,Lieutenant Governor,,LIB,"Horras, Phillip W.",0
CLARK,Lieutenant Governor,,CST,"Wells, Bob",0
CLARK,Secretary of State,,DEM,"Gaw, Steve",361
CLARK,Secretary of State,,DEM,"Askew, James J.",413
CLARK,Secretary of State,,REP,"Blunt, Matt",187
CLARK,Secretary of State,,REP,"Peterman, Raymond W.",36
CLARK,Secretary of State,,REP,"Crump, Robert J.",26
CLARK,Secretary of State,,LIB,"Southard, Jane Spence",0
CLARK,Secretary of State,,CST,"Ivanovich, Donna L.",0
CLARK,State Treasurer,,DEM,"May, Brian",102
CLARK,State Treasurer,,DEM,"Farmer, Nancy",373
CLARK,State Treasurer,,DEM,"Lakin, Scott",274
CLARK,State Treasurer,,REP,"Boeke, Chester (Chet)",112
CLARK,State Treasurer,,REP,"Graves, Todd",121
CLARK,State Treasurer,,LIB,"Trembley, Arnold J.",1
CLARK,State Treasurer,,CST,"Culligan, Kerry",0
CLARK,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",746
CLARK,Attorney General,,REP,"Jones, Sam",222
CLARK,Attorney General,,LIB,"Moore, Mitch",1
CLARK,Attorney General,,DEM,"Glawson, Michael Charles",93
CLARK,Attorney General,,DEM,"Terry, Joe Cefius",90
CLARK,Attorney General,,DEM,"Carroll, Steven R.",583
CLARK,Attorney General,,REP,"Hulshof, Kenny",267
CLARK,Attorney General,,LIB,"Hoffman, Robert",1
CLARK,Attorney General,,DEM,"Berkowitz, Sam",806
CLAY,U.S. Senate,,DEM,"Wagganer, Ronald William",1690
CLAY,U.S. Senate,,DEM,"Carnahan, Mel",8911
CLAY,U.S. Senate,,REP,"Ashcroft, John",9708
CLAY,U.S. Senate,,REP,"Perkel, Marc",1033
CLAY,U.S. Senate,,LIB,"Stauffer, Grant Samuel",65
CLAY,Governor,,DEM,"Holden, Bob",9415
CLAY,Governor,,REP,"Macy, Elgar",659
CLAY,Governor,,REP,"Talent, Jim",7903
CLAY,Governor,,REP,"Sievers, Jennie Lee (Jen)",1406
CLAY,Governor,,LIB,"Swenson, John M.",40
CLAY,Governor,,LIB,"Illyes, Dick",27
CLAY,Governor,,CST,"Smith, Richard L.",8
CLAY,Lieutenant Governor,,DEM,"Maxwell, Joe",5688
CLAY,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",2282
CLAY,Lieutenant Governor,,DEM,"Powell, Catherine",2116
CLAY,Lieutenant Governor,,REP,"Ortwerth, Joe",3780
CLAY,Lieutenant Governor,,REP,"Bailey, Wendell",5847
CLAY,Lieutenant Governor,,LIB,"Horras, Phillip W.",64
CLAY,Lieutenant Governor,,CST,"Wells, Bob",8
CLAY,Secretary of State,,DEM,"Gaw, Steve",4952
CLAY,Secretary of State,,DEM,"Askew, James J.",4607
CLAY,Secretary of State,,REP,"Blunt, Matt",6496
CLAY,Secretary of State,,REP,"Peterman, Raymond W.",1505
CLAY,Secretary of State,,REP,"Crump, Robert J.",1343
CLAY,Secretary of State,,LIB,"Southard, Jane Spence",66
CLAY,Secretary of State,,CST,"Ivanovich, Donna L.",8
CLAY,State Treasurer,,DEM,"May, Brian",1806
CLAY,State Treasurer,,DEM,"Farmer, Nancy",3473
CLAY,State Treasurer,,DEM,"Lakin, Scott",4738
CLAY,State Treasurer,,REP,"Boeke, Chester (Chet)",1332
CLAY,State Treasurer,,REP,"Graves, Todd",8230
CLAY,State Treasurer,,LIB,"Trembley, Arnold J.",65
CLAY,State Treasurer,,CST,"Culligan, Kerry",8
CLAY,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",9210
CLAY,Attorney General,,REP,"Jones, Sam",8908
CLAY,Attorney General,,LIB,"Moore, Mitch",67
CLAY,Attorney General,,DEM,"Danner, Steve",5038
CLAY,Attorney General,,DEM,"Mann, Tom",768
CLAY,Attorney General,,DEM,"Reeves, Sandra Lee",3660
CLAY,Attorney General,,DEM,"Cox, Ida",1014
CLAY,Attorney General,,REP,"DeSelms, Jack C.",195
CLAY,Attorney General,,REP,"Loar, Teresa Anne",2996
CLAY,Attorney General,,REP,"Dady, John",285
CLAY,Attorney General,,REP,"Bailey, Jeff",1093
CLAY,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",5666
CLAY,Attorney General,,LIB,"Dykes, Jimmy",64
CLAY,Attorney General,,DEM,"Quick, Edward E.",9443
CLAY,Attorney General,,REP,"Neff, Christopher D.",8617
CLAY,Attorney General,,DEM,"Harding, Meg",662
CLAY,Attorney General,,REP,"Pouche, Fred",786
CLAY,Attorney General,,DEM,"Skaggs, Bill",1815
CLAY,Attorney General,,REP,"Phillips, Susan",267
CLAY,Attorney General,,DEM,"Willoughby, Philip O.",1933
CLAY,Attorney General,,REP,"Randle, Martin",1622
CLAY,Attorney General,,DEM,"Saighman, Rusty",1762
CLAY,Attorney General,,REP,"Reinhart, Annie",2055
CLAY,Attorney General,,DEM,"Burris, William",1176
CLAY,Attorney General,,DEM,"Schutte, Steve",1068
CLAY,Attorney General,,REP,"Ridgeway, Luann",2931
CLAY,Attorney General,,DEM,"Kelly, Gary",187
CLAY,Attorney General,,DEM,"Fitzwater, Rodger L.",336
CLINTON,U.S. Senate,,DEM,"Wagganer, Ronald William",470
CLINTON,U.S. Senate,,DEM,"Carnahan, Mel",1843
CLINTON,U.S. Senate,,REP,"Ashcroft, John",970
CLINTON,U.S. Senate,,REP,"Perkel, Marc",89
CLINTON,U.S. Senate,,LIB,"Stauffer, Grant Samuel",7
CLINTON,Governor,,DEM,"Holden, Bob",2005
CLINTON,Governor,,REP,"Macy, Elgar",72
CLINTON,Governor,,REP,"Talent, Jim",743
CLINTON,Governor,,REP,"Sievers, Jennie Lee (Jen)",174
CLINTON,Governor,,LIB,"Swenson, John M.",3
CLINTON,Governor,,LIB,"Illyes, Dick",3
CLINTON,Governor,,CST,"Smith, Richard L.",1
CLINTON,Lieutenant Governor,,DEM,"Maxwell, Joe",1248
CLINTON,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",457
CLINTON,Lieutenant Governor,,DEM,"Powell, Catherine",468
CLINTON,Lieutenant Governor,,REP,"Ortwerth, Joe",299
CLINTON,Lieutenant Governor,,REP,"Bailey, Wendell",660
CLINTON,Lieutenant Governor,,LIB,"Horras, Phillip W.",7
CLINTON,Lieutenant Governor,,CST,"Wells, Bob",1
CLINTON,Secretary of State,,DEM,"Gaw, Steve",965
CLINTON,Secretary of State,,DEM,"Askew, James J.",1127
CLINTON,Secretary of State,,REP,"Blunt, Matt",644
CLINTON,Secretary of State,,REP,"Peterman, Raymond W.",157
CLINTON,Secretary of State,,REP,"Crump, Robert J.",137
CLINTON,Secretary of State,,LIB,"Southard, Jane Spence",7
CLINTON,Secretary of State,,CST,"Ivanovich, Donna L.",1
CLINTON,State Treasurer,,DEM,"May, Brian",522
CLINTON,State Treasurer,,DEM,"Farmer, Nancy",1037
CLINTON,State Treasurer,,DEM,"Lakin, Scott",517
CLINTON,State Treasurer,,REP,"Boeke, Chester (Chet)",146
CLINTON,State Treasurer,,REP,"Graves, Todd",811
CLINTON,State Treasurer,,LIB,"Trembley, Arnold J.",7
CLINTON,State Treasurer,,CST,"Culligan, Kerry",1
CLINTON,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",2008
CLINTON,Attorney General,,REP,"Jones, Sam",880
CLINTON,Attorney General,,LIB,"Moore, Mitch",7
CLINTON,Attorney General,,DEM,"Danner, Steve",1458
CLINTON,Attorney General,,DEM,"Mann, Tom",327
CLINTON,Attorney General,,DEM,"Reeves, Sandra Lee",280
CLINTON,Attorney General,,DEM,"Cox, Ida",228
CLINTON,Attorney General,,REP,"DeSelms, Jack C.",21
CLINTON,Attorney General,,REP,"Loar, Teresa Anne",108
CLINTON,Attorney General,,REP,"Dady, John",25
CLINTON,Attorney General,,REP,"Bailey, Jeff",97
CLINTON,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",769
CLINTON,Attorney General,,LIB,"Dykes, Jimmy",7
CLINTON,Attorney General,,DEM,"Relford, Randall H.",2095
CLINTON,Attorney General,,DEM,"Bosler, Tim",801
CLINTON,Attorney General,,DEM,"Elliott, Brent",1340
CLINTON,Attorney General,,REP,"McElwain, Warren L.",741
CLINTON,Attorney General,,REP,"Valbracht, James P.",248
CLINTON,Attorney General,,DEM,"Griffin, Stephen K.",1991
COLE,U.S. Senate,,DEM,"Wagganer, Ronald William",1730
COLE,U.S. Senate,,DEM,"Carnahan, Mel",5037
COLE,U.S. Senate,,REP,"Ashcroft, John",3221
COLE,U.S. Senate,,REP,"Perkel, Marc",318
COLE,U.S. Senate,,LIB,"Stauffer, Grant Samuel",15
COLE,Governor,,DEM,"Holden, Bob",5967
COLE,Governor,,REP,"Macy, Elgar",123
COLE,Governor,,REP,"Talent, Jim",3180
COLE,Governor,,REP,"Sievers, Jennie Lee (Jen)",201
COLE,Governor,,LIB,"Swenson, John M.",8
COLE,Governor,,LIB,"Illyes, Dick",6
COLE,Governor,,CST,"Smith, Richard L.",1
COLE,Lieutenant Governor,,DEM,"Maxwell, Joe",2408
COLE,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",4105
COLE,Lieutenant Governor,,DEM,"Powell, Catherine",384
COLE,Lieutenant Governor,,REP,"Ortwerth, Joe",1710
COLE,Lieutenant Governor,,REP,"Bailey, Wendell",1763
COLE,Lieutenant Governor,,LIB,"Horras, Phillip W.",15
COLE,Lieutenant Governor,,CST,"Wells, Bob",1
COLE,Secretary of State,,DEM,"Gaw, Steve",5070
COLE,Secretary of State,,DEM,"Askew, James J.",1554
COLE,Secretary of State,,REP,"Blunt, Matt",3056
COLE,Secretary of State,,REP,"Peterman, Raymond W.",226
COLE,Secretary of State,,REP,"Crump, Robert J.",181
COLE,Secretary of State,,LIB,"Southard, Jane Spence",14
COLE,Secretary of State,,CST,"Ivanovich, Donna L.",1
COLE,State Treasurer,,DEM,"May, Brian",2413
COLE,State Treasurer,,DEM,"Farmer, Nancy",2794
COLE,State Treasurer,,DEM,"Lakin, Scott",1171
COLE,State Treasurer,,REP,"Boeke, Chester (Chet)",518
COLE,State Treasurer,,REP,"Graves, Todd",2761
COLE,State Treasurer,,LIB,"Trembley, Arnold J.",14
COLE,State Treasurer,,CST,"Culligan, Kerry",1
COLE,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",5855
COLE,Attorney General,,REP,"Jones, Sam",3066
COLE,Attorney General,,LIB,"Moore, Mitch",15
COLE,Attorney General,,DEM,"Skelton, Ike",6283
COLE,Attorney General,,REP,"Brown, Bob",1052
COLE,Attorney General,,REP,"Noland, Jim",2095
COLE,Attorney General,,LIB,"Knapp, Thomas L.",15
COLE,Attorney General,,DEM,"Gratz, W.W. (Bill)",2792
COLE,Attorney General,,DEM,"Hogg, Delbert R.",1034
COLE,Attorney General,,DEM,"McFadden, Cynthia",1568
COLE,Attorney General,,DEM,"Feldman, Marvin F.",1431
COLE,Attorney General,,REP,"Vogel, Carl M.",2055
COLE,Attorney General,,DEM,"Brown, III, Thomas J.",5848
COLE,Attorney General,,REP,"Tomlin, John M.",2986
COOPER,U.S. Senate,,DEM,"Wagganer, Ronald William",111
COOPER,U.S. Senate,,DEM,"Carnahan, Mel",560
COOPER,U.S. Senate,,REP,"Ashcroft, John",1423
COOPER,U.S. Senate,,REP,"Perkel, Marc",169
COOPER,U.S. Senate,,LIB,"Stauffer, Grant Samuel",6
COOPER,Governor,,DEM,"Holden, Bob",614
COOPER,Governor,,REP,"Macy, Elgar",103
COOPER,Governor,,REP,"Talent, Jim",1242
COOPER,Governor,,REP,"Sievers, Jennie Lee (Jen)",156
COOPER,Governor,,LIB,"Swenson, John M.",4
COOPER,Governor,,LIB,"Illyes, Dick",2
COOPER,Governor,,CST,"Smith, Richard L.",1
COOPER,Lieutenant Governor,,DEM,"Maxwell, Joe",448
COOPER,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",141
COOPER,Lieutenant Governor,,DEM,"Powell, Catherine",80
COOPER,Lieutenant Governor,,REP,"Ortwerth, Joe",469
COOPER,Lieutenant Governor,,REP,"Bailey, Wendell",1035
COOPER,Lieutenant Governor,,LIB,"Horras, Phillip W.",6
COOPER,Lieutenant Governor,,CST,"Wells, Bob",1
COOPER,Secretary of State,,DEM,"Gaw, Steve",479
COOPER,Secretary of State,,DEM,"Askew, James J.",172
COOPER,Secretary of State,,REP,"Blunt, Matt",1191
COOPER,Secretary of State,,REP,"Peterman, Raymond W.",123
COOPER,Secretary of State,,REP,"Crump, Robert J.",157
COOPER,Secretary of State,,LIB,"Southard, Jane Spence",6
COOPER,Secretary of State,,CST,"Ivanovich, Donna L.",1
COOPER,State Treasurer,,DEM,"May, Brian",250
COOPER,State Treasurer,,DEM,"Farmer, Nancy",257
COOPER,State Treasurer,,DEM,"Lakin, Scott",115
COOPER,State Treasurer,,REP,"Boeke, Chester (Chet)",252
COOPER,State Treasurer,,REP,"Graves, Todd",1187
COOPER,State Treasurer,,LIB,"Trembley, Arnold J.",6
COOPER,State Treasurer,,CST,"Culligan, Kerry",1
COOPER,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",584
COOPER,Attorney General,,REP,"Jones, Sam",1224
COOPER,Attorney General,,LIB,"Moore, Mitch",6
COOPER,Attorney General,,DEM,"Danner, Steve",493
COOPER,Attorney General,,DEM,"Mann, Tom",50
COOPER,Attorney General,,DEM,"Reeves, Sandra Lee",84
COOPER,Attorney General,,DEM,"Cox, Ida",20
COOPER,Attorney General,,REP,"DeSelms, Jack C.",51
COOPER,Attorney General,,REP,"Loar, Teresa Anne",296
COOPER,Attorney General,,REP,"Dady, John",59
COOPER,Attorney General,,REP,"Bailey, Jeff",424
COOPER,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",580
COOPER,Attorney General,,LIB,"Dykes, Jimmy",5
COOPER,Attorney General,,REP,"Crawford, Larry",1475
COOPER,Attorney General,,DEM,"Mitchell, Max",544
COOPER,Attorney General,,REP,"Barnes, Donald",1311
